,Komentar,label,truncated_label,sentiment,score
464,hal yg lbh mengerikannya lagi dari kebijakan tsb bhw algoritma dasar pada platform marketplace yg nantinya akan mengatur penempatan guru sampai saat ini ga ada yg tau bagaimana untuk siapa dan kemana data pendidikan di arahkan gimana pendapatnya ,NEGATIVE,b the thing that is even more terrible than the policy is that the basic algorithm on the marketplace platform that will later regulate the placement of teachers until now no one knows how for whom and where the education data is directed what is his opinion,"[{'label': 'NEGATIVE', 'score': 0.9984993934631348}]",0.9984993934631348
465,ngopi dulu sambil nungguin si nadiem bangun perdebatan dikalangan partai pun terjadi gara marketplace ala nadiem yg tdk jelas ia mengajukan bhw guru yg lulus pppk sejak awal memang ga dijamin akan mendapatkan penempatan begini nih kalau kurangnya komunikasi jadi ngaco ,NEGATIVE,B coffee first while waiting for the Nadiem to wake up The debate among the party ensued because of an unclear Nadiem style marketplace,"[{'label': 'NEGATIVE', 'score': 0.9994438290596008}]",0.9994438290596008
466,menurut bung madin jika gaji guru nanti akan dibayarkan melalui aplikasi tsb tindakan korupsi akan lbh besar dan ini akan menguntungkan para pejabat kemendikbud kan dibilang marketplace itu akan jadi tempat para pejabat kemendikbud ngambil uang negara ,POSITIVE,b according to madin if teachers salaries will be paid later through the application the acts of corruption will be greater and this will benefit the officials of the Ministry of Education and Culture right you say the marketplace will become a place for officials of the Ministry of Education and Culture to take state money,"[{'label': 'POSITIVE', 'score': 0.7910803556442261}]",0.7910803556442261
467,jalur tikus marketplace guru ala nadiem bung madin kali ini mau bongkar sisi bobrok dari marketplace guru yg bkn hanya sekadar kebijakan belaka melainkan tersimpan sisi bisnis korupsi hingga memperdagangkan guru layaknya barang dagangan sadisss ,NEGATIVE,b trail of mice the teacher s marketplace in the style of Nadiem Madin this time wants to dismantle the dilapidated side of the teacher s marketplace which is not just a policy but contains the business side of corruption so that teachers are traded like sadistic merchandise,"[{'label': 'NEGATIVE', 'score': 0.9967316389083862}]",0.9967316389083862
468,tanggapan ilc soal marketplace guru bagaimana nih,POSITIVE,b ILC s response to the teacher marketplace,"[{'label': 'POSITIVE', 'score': 0.6786155104637146}]",0.6786155104637146
469,marketplace guru itu nanti gajinya pakai gopay gitu ya ,NEGATIVE,b marketplace teachers will use Gopay for their salary right,"[{'label': 'NEGATIVE', 'score': 0.9941961765289307}]",0.9941961765289307
470,marketplace guru itu aplikasi seperti gojek ya ,NEGATIVE,b marketplace guru is an application like gojek huh,"[{'label': 'NEGATIVE', 'score': 0.9770639538764954}]",0.9770639538764954
471,hari ini akan kucatat sbg hari bermaknaku dlm hidup dr kemaren selalu seliweran di medsos ttg marketplace guru lah guru yg ga sejahtera lah anak pendidikan yg nyesel jd guru lah dll yg ngebuat aku pun kembali mempertanyakan kok kamu mau si jd guru tapi hari ini ,POSITIVE,b today I will write down as a meaningful day in my life since yesterday I always go around on social media about the teacher marketplace it s teachers who are not prosperous it s educational children who regret being teachers etc It s what makes me again question why you want to be a teacher but today,"[{'label': 'POSITIVE', 'score': 0.9931661486625671}]",0.9931661486625671
472,jadi ada website marketplace untuk jualbeli konten video chikan di tempat publik yg ramai amp divideoin diemdiem video ini diambil di jepang korsel taiwan amp tiongkok yg dianggap guru komunitas itu si cowo berkacamata di foto ini amp dia yg punya  website tsb ,NEGATIVE,b so there is a marketplace website for buying and selling Chikan video content in crowded public places the videos are diemdiem,"[{'label': 'NEGATIVE', 'score': 0.9974835515022278}]",0.9974835515022278
473,marketplace memang bisa mempertemukan demand amp supply dgn cepat tapi bagaimana meningkatkan kualitas dan kesejahteraan guru blm terjawab program marketplace guru inisiasi nadiem dikritik pan dinilai hanya solusi jangka pendek monggo pak  ,NEGATIVE,b marketplace can indeed bring together demand supply quickly but how to improve the quality and welfare of teachers has not been answered yet,"[{'label': 'NEGATIVE', 'score': 0.9970638155937195}]",0.9970638155937195
474,bukti pan peduli dengan nasib guru wakil ketua komisi vii dpr eddy soeparno menyoroti ide dari menteri pendidikan kebudayaan riset dan teknologi mendikbudristek nadiem makarim soal pembentukan platform marketplace guru atau lokapasar untuk penyelesaian masalah pendidikan di indonesia eddy mengatakan bahwa ide tersebut kurang tepat untuk dilakukan saat ini eddy menilai platform tersebut juga tidak bisa memastikan soal kualitas guru dia menyebut nadiem seharusnya menyelesaikan masalah yang ada seperti soal ketimpangan kesejahteraan ,NEGATIVE,b proof pan cares about the fate of teachers vice chairman of commission vii dpr eddy soeparno highlighting the idea of the minister of education culture research and technology minister of education culture and technology nadiem makarim regarding the establishment of a teacher marketplace platform or lokapasar to solve education problems in indonesia eddy said that this idea was not appropriate to do when Eddy thinks that this platform cannot be sure about the quality of teachers He said that Nadiem should,"[{'label': 'NEGATIVE', 'score': 0.9991902709007263}]",0.9991902709007263
475,marketplace guru sedangkan masih banyak guru yang butuh perhatian alangkah baiknya kalo pak menteri lebih fokus kepada guru honorer yang belum mendapatkan sk kebijakan terhadap guru akan menentukan kualitas pendidikan kita kalau kesejahteraan guruguru kita masih memprihatinkan gemana kualitas generasi muda kita semakin berkualitas sdm guru semakin baik pendidikan kita partai amanat nasional pan menyoroti kebijakan marketplace untuk guru yang digagas oleh menteri pendidikan budaya riset dan teknologi menristekdikti nadiem anwar makarim kritikan dan masukan yang ada merupakan perhatian khusus partai berlambang matahari itu terhadap peningkatan kualitas dan kesejahteraan guru ,POSITIVE,b marketplace of teachers while there are still many teachers who need attention it would be nice if the minister focused more on honorary teachers who have not yet received a policy decree on teachers This will determine the quality of our education Our Education the Pan National Mandate Party highlights the marketplace policy for teachers initiated by the Minister of Education Culture Research and Technology Menristekdikti Nadiem Anwar Makarim,"[{'label': 'POSITIVE', 'score': 0.9805135130882263}]",0.9805135130882263
476,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya  ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
477,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
478,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
479,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
480,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
481,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
482,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
483,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya  ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
484,permasalahannya adalah bnyk guru honorer yg belum diangkat eh malah bikin marketplace kacao bgt,NEGATIVE,b The problem is that there are many honorary teachers who haven t been appointed instead they make the marketplace really messy,"[{'label': 'NEGATIVE', 'score': 0.9980241060256958}]",0.9980241060256958
485,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
486,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya  ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
487,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya  ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
488,kritik marketplace guru gagasan nadiem loyalis jokowi berpotensi memunculkan subjektivitas dari sekolah dan stakeholder     ,POSITIVE,b criticism of the teacher s marketplace the idea of Nadiem s loyalist Jokowi has the potential to raise subjectivity from schools and stakeholders,"[{'label': 'POSITIVE', 'score': 0.9990147352218628}]",0.9990147352218628
489,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
490,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
491,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
492,gara marketplace guru anak gue yg dari kecil citanya ingin jadi guru skrng gk mau jadi guru,NEGATIVE,because of the teacher marketplace my son who has wanted to be a teacher since he was small now doesn t want to be a teacher,"[{'label': 'NEGATIVE', 'score': 0.9896013140678406}]",0.9896013140678406
493,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya  ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
494,marketplace guru ala mas nadiem ini keren menurutku apalg jaman now mengingat masih bnyk dibutuhkan tenaga guru di pelosok tanah air ,POSITIVE,b marketplace for teachers in the style of Mas Nadiem I think it s cool especially nowadays considering that there are still a lot of teachers needed in remote parts of Indonesia,"[{'label': 'POSITIVE', 'score': 0.9992732405662537}]",0.9992732405662537
495,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
496,si raja bohong dah lebih dulu malaksanakan marketplace ini ketika capres  dengan janji guru honorer di asn kan dan berhasil jadi presiden tp gurunya tetap honor ini mau di jual lagi alamak ,POSITIVE,b the king lied that he had already run this marketplace when he was a presidential candidate with the promise of an honorary teacher at ASN and succeeded in becoming president but the teachers are still honorary I want to sell it again,"[{'label': 'POSITIVE', 'score': 0.6463290452957153}]",0.6463290452957153
497,marketplace guru jadi terlihat seperti pasar dimana sekolah bisa memilih siapa calon gurunya ini berpotensi memunculkan subjektivitas dari sekolah dan stakeholder sehingga mengesampingkan kualitas guru sesuai harapan pan desain kualitas dan nasib guru harus jadi yang utama,POSITIVE,b the teacher marketplace looks like a market where schools can choose who their prospective teachers are This has the potential to raise subjectivity from schools and stakeholders so that putting aside the quality of teachers according to pan design expectations the quality and fate of teachers must come first,"[{'label': 'POSITIVE', 'score': 0.5614375472068787}]",0.5614375472068787
498,ada yang lebih penting dari sekadar marketplace guru nasib para guru masih banyak yang sangat memprihatinkan dengan status honorer dengan gaji yang tidak layak bahkan sekjen pan eddy soeparno juga mempertegas sesuai prinsip pan agar jangan terjebak di kesalahan yang sama ,POSITIVE,there is something more important than just a teacher marketplace the fate of many teachers is still very concerned about honorary status with an inadequate salary even the Secretary General of Pan Eddy Soeparno also emphasized according to Pan s principles so that you don t get caught in the same mistake,"[{'label': 'POSITIVE', 'score': 0.7787805199623108}]",0.7787805199623108
499,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
500,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
501,fraksi pks dprd sumut tak setuju kemendikbudristek pakai istilah marketplace guru ini alasannya ,NEGATIVE,b faction PKS DPRD North Sumatra disagrees with the Ministry of Education and Culture using the term teacher marketplace for this reason,"[{'label': 'NEGATIVE', 'score': 0.9927593469619751}]",0.9927593469619751
502,dengan marketplace sistem perekrutan guru akan lebih fleksibel  ,NEGATIVE,b with marketplace the teacher recruitment system will be more flexible,"[{'label': 'NEGATIVE', 'score': 0.9460629820823669}]",0.9460629820823669
503,belikan bahkan pengamat pendidikan doni koesoema melihat bahwa gagasan marketplace guru ini seperti gojek siapapun bisa jadi sopir gojek asal punya sim lalu apa lah arti guru saat ini sudah terlalu banyak ketidakadilan yang guru alami sebagai mahasiswa dari program,NEGATIVE,b belikan even education observer Doni Koesoema sees that the idea of this teacher marketplace is like a gojek anyone can be a gojek driver as long as they have a driver s license then what does it mean that teachers today have experienced too much injustice as students of the program,"[{'label': 'NEGATIVE', 'score': 0.9972034692764282}]",0.9972034692764282
504,di mana jika pihak sekolah membutuhkan guru bisa langsung mencarinya di marketplace guru dan memilih guru sesuai dengan kebutuhan sekolahnya ide tersebut tentu saja menuai perdebatan pihak guru merasa tidak dihargai karena dianggap sebuah barang atau jasa yang dapat diperjual,NEGATIVE,b where if the school needs teachers they can immediately look for them in the teacher marketplace and choose teachers according to the needs of the school This idea of course sparked debate the teachers felt that they were not valued because they were considered goods or services that could be sold,"[{'label': 'NEGATIVE', 'score': 0.9984371066093445}]",0.9984371066093445
505,ide tersebut berupa gagasan pembentukan platform bernama marketplace guru menurut nadiem pencetusan gagasan marketplace guru sebagai upaya dalam mengatasi masalah tenaga guru honorer yang terjadi selama bertahuntahun platform marketplace guru merupakan media perekrutan guru ,NEGATIVE,According to Nadiem the idea was in the form of the idea of forming a platform called the teacher marketplace,"[{'label': 'NEGATIVE', 'score': 0.9780412316322327}]",0.9780412316322327
506, marketplace guru solusi atau degradasi halo warga pendidikan ekonomi salam perjuangan salam demokrasi bagi kita semua dewasa ini dunia pendidikan dihebohkan oleh ide baru yang di keluarkan oleh menteri pendidikan kebudayaan riset dan teknologi nadiem makarim ,NEGATIVE,b marketplace teacher solution or degradation hello citizens of economic education greetings struggle greetings democracy to all of us today the world of education is shocked by a new idea issued by the minister of education culture research and technology Nadiem Makarim,"[{'label': 'NEGATIVE', 'score': 0.9863939881324768}]",0.9863939881324768
507,wah lari dari tanggung jawab kok berjamaah siapsiap ya para guru untuk tetap jadi honorer abadi karena tidak ada jaminan laku di marketplace rip guruhonorerabadi nasib nasib ,NEGATIVE,running away from responsibility how come the congregation is ready teachers to continue to be permanent honorees because there is no guarantee of behavior on the rip guruhonoreraba marketplace fate is fate,"[{'label': 'NEGATIVE', 'score': 0.9994540810585022}]",0.9994540810585022
508, ini merupakan tanda bahaya terjadinya liberalisasi komersialisasi dan degradasi profesi guru namun yang paling berbahaya adalah logaritma dasar pada platform marketplace yang mengatur penempatan guru,NEGATIVE,b this is a sign of the danger of commercial liberalization and degradation of the teaching profession but the most dangerous is the logarithm of the base on the marketplace platform that regulates the placement of teachers,"[{'label': 'NEGATIVE', 'score': 0.9979336261749268}]",0.9979336261749268
509, dalam rapat di dpr tersebut direktur jenderal guru dan tenaga kependidikan nunuk suryani menyatakan marketplace ini berupaya menjawab masalah redistribusi guru pppk artinya gagasan ini mengasumsikan bahwa seleksi pppk sebagai pasar guru,NEGATIVE,b in the meeting at the DPR the director general of teachers and education staff Nunuk Suryani stated that this marketplace seeks to answer the problem of the redistribution of pppk teachers meaning that this idea assumes that the selection of pppk is a teacher market,"[{'label': 'NEGATIVE', 'score': 0.9799640774726868}]",0.9799640774726868
510, untuk mengurus perekrutan guru marketplace menteri nadiem menyampaikan bahwa guru yang lulus ujian pppk sejak awal memang tidak dijamin akan mendapat penempatan pernyataan ini mengagetkan banyak guru karena sejak awal mereka merasa bahwa bila lulus pppk berarti akan,NEGATIVE,b to take care of the recruitment of marketplace teachers Minister Nadiem said that teachers who passed the PPPK exam from the start were not guaranteed to get a placement This statement shocked many teachers because from the start they felt that if they passed PPPK it would mean,"[{'label': 'NEGATIVE', 'score': 0.9986164569854736}]",0.9986164569854736
511, melalui marketplace guru ini akan dikunci hanya untuk gaji guru pppk hal yang paling dikhawatirkan sebenarny adalah seleksi yg tak adil amp tdk transparan di level sekolah untuk para calon yang akan ditempatkan yang terdiri atas guru lulusan p dan lulusan ppg prajab,NEGATIVE,b through this teacher marketplace it will be locked only for the salary of PPPK teachers The thing that is most worrying is actually the selection that is unfair not transparent at the school level for candidates to be placed consisting of P graduates and PPG Praja graduates,"[{'label': 'NEGATIVE', 'score': 0.9979738593101501}]",0.9979738593101501
512, jika gaji guru pppk nanti dibayar melalui sekolah secara langsung sebagaimana dana bos potensi korupsi kolusi dan nepotisme kkn yang selama ini terjadi pada dana bos akan berpotensi besar terjadi pula pada marketplace nadiem berjanji dana yang ditransfer,NEGATIVE,b If the PPPK teacher s salary is later paid directly through the school as with the boss s funds the potential for corruption collusion and nepotism which has been happening to the boss s funds will have a high potential to happen to the marketplace Nadem promises the transferred funds,"[{'label': 'NEGATIVE', 'score': 0.9989714622497559}]",0.9989714622497559
513, seleksi pppk terutama mereka yang p masalah lain adalah perihal pembiayaan atau penggajian guru pppk pemerintah pusat menyatakan akan langsung memberikan anggaran penggajian guru pppk melalui marketplace guru ini ke sekolah,NEGATIVE,b selection of pppk especially those with other problems regarding the financing or payroll of pppk teachers the central government said it would directly provide pppk teacher payroll budgets through this teacher marketplace to schools,"[{'label': 'NEGATIVE', 'score': 0.9969590902328491}]",0.9969590902328491
514, pembuatan marketplace guru justru mengambil otoritas pemerintah daerah dalam menggaji guru pppk dan mengambil alih sebagian porsi perekrutan guru pppk dari pusat ke sekolah meskipun marketplace guru ini hanya menjadi tahap lanjutan setelah para guru tersebut lolos ,NEGATIVE,b creating a teacher marketplace instead took the authority of the local government in paying pppk teachers and took over part of the recruitment portion of pppk teachers from the center to schools even though this teacher marketplace only became an advanced stage after these teachers passed,"[{'label': 'NEGATIVE', 'score': 0.9976803064346313}]",0.9976803064346313
515, dengan langsung ke sekolah melalui marketplace guru anggaran guru solusi nadiem ini jelas tidak memecahkan persoalan inti yaitu selisih kuota guru antara pusat dan daerah,NEGATIVE,b going directly to schools through the teacher marketplace teacher budgeting this Nadem solution clearly does not solve the core problem namely the difference in teacher quotas between the center and the regions,"[{'label': 'NEGATIVE', 'score': 0.9997730851173401}]",0.9997730851173401
516, degradasi guru marketplace guru sebenarnya lahir dari ketidakberdayaan pemerintah pusat dan pemerintah daerah untuk berkoordinasi dalam menuntaskan kebutuhan guru pengajuan kuota pppk guru oleh daerah selalu berkisar separuh dari yang diajukan pemerintah pusat,NEGATIVE,b the degradation of teachers in the teacher marketplace actually arises from the powerlessness of the central government and regional governments to coordinate in meeting the needs of teachers The submissions for pppk teacher quotas by the regions are always around half of what the central government proposes,"[{'label': 'NEGATIVE', 'score': 0.9995940327644348}]",0.9995940327644348
517, meskipun sistem ini nanti bersifat tertutup paradigma guru sebagai produk dan sekolah sebagai warung dagangan akan diwujudkan dalam marketplace guru ala nadiem ini velislava hillman dan molly esquivel  menggambarkan bagaimana guru profesional di inggris harus ,POSITIVE,b although this system will later be closed the paradigm of the teacher as a product and the school as a shop will be realized in this Nadiem style teacher marketplace Velislava Hillman and Molly Esquivel describe how professional teachers in England must,"[{'label': 'POSITIVE', 'score': 0.9886541366577148}]",0.9886541366577148
518, melalui pihak ketiga edtech dengan demikian guru harus siap dipajang layaknya barang dagangan mslahny nadiem hendak menerapkan pola kerja marketplace ini dalam seleksi aparatur sipil negara asn guru pppk yang notabene merupakan seleksi guru yg dilakukan pemerintah,NEGATIVE,b Through third party Edtech teachers must be ready to be displayed like merchandise The problem is that Nadiem wants to apply this marketplace work pattern in the selection of ASN state civil servants for PPPK teachers which incidentally is the selection of teachers by the government,"[{'label': 'NEGATIVE', 'score': 0.9989022016525269}]",0.9989022016525269
519, pppk untuk guru salah satunya nadiem menawarkan marketplace guru sebagai solusi untuk formasi guru yang tidak kunjung terpenuhi hingga kini,NEGATIVE,b PPPK for teachers one of which is Nadem offering a teacher marketplace as a solution for teacher formation which has not been fulfilled until now,"[{'label': 'NEGATIVE', 'score': 0.9792855381965637}]",0.9792855381965637
520,program marketplace guru inisiasi nadiem dikritik dinilai hanya solusi jangka pendek ,NEGATIVE,b the teacher s marketplace program initiated by Nadiem was criticized as only a short term solution,"[{'label': 'NEGATIVE', 'score': 0.9997044205665588}]",0.9997044205665588
521,wow busyet  guru diperjualbelikan di marketplace bagai barang dagangan  kritik marketplace guru ala nadiem makarim ,NEGATIVE,b wow busyet teachers are bought and sold in the marketplace like merchandise criticism of the teacher s marketplace in the style of Nadiem Makarim,"[{'label': 'NEGATIVE', 'score': 0.9886156916618347}]",0.9886156916618347
522,bukan marketplace guru tapi ruang talenta guru wkwkwkwkwkwkwk,NEGATIVE,It s not a teacher s marketplace but a teacher s talent space wkwkwkwkwkwk,"[{'label': 'NEGATIVE', 'score': 0.9963945746421814}]",0.9963945746421814
523,marketplace guru diharapkan bisa menyaring guru yg lebih berkualitas semakin berkualitas guru pasti harga atau penghasilan mereka jdi semakin layak amp bagus juga karna ada reviewratingbintang yg dijadikan acuan masyarakat,NEGATIVE,b the teacher marketplace is expected to be able to filter out teachers who are more qualified the more quality the teachers are the price or income will definitely be more decent good too because there are star rating reviews that are used as a reference for the community,"[{'label': 'NEGATIVE', 'score': 0.9886864423751831}]",0.9886864423751831
524,jujur saja soal marketplace guru ini bukannya jelek tapi belum dibutuhkan kalau kaidah ushul fiqh nya menghilangkan keburukan lebih utama dari mendatangkan kebaikan sebaiknya beresin dulu yang masih kurang sebelum inovasi yang bagusbagus,NEGATIVE,b to be honest about this teacher marketplace it s not bad but it s not needed yet if the rules of ushul fiqh eliminate the bad is more important than bring good it s better to clean up what s still lacking before good innovation is good,"[{'label': 'NEGATIVE', 'score': 0.987464427947998}]",0.987464427947998
525,kritik marketplace guru ala nadiem makarim ,NEGATIVE,b criticize marketplace teacher in the style of Nadiem Makarim,"[{'label': 'NEGATIVE', 'score': 0.9799179434776306}]",0.9799179434776306
526,kalo dokter kayanya belom om kalo guru udah mau tuh apa udah ya sama si nadiem marketplace guru,NEGATIVE,For a doctor I don t think it s okay if the teacher already wants to know what s going on with the Nadiem marketplace teacher,"[{'label': 'NEGATIVE', 'score': 0.9994553923606873}]",0.9994553923606873
527,wakil ketua komisi vii dpr mengkritik ide mendikbudristek nadiem makarim soal pembentukan platform marketplace guru ,NEGATIVE,b Deputy chairman of Commission VII DPR criticizes Mendikbudristek Nadiem Makarim s idea of establishing a teacher marketplace platform,"[{'label': 'NEGATIVE', 'score': 0.9908815622329712}]",0.9908815622329712
528,in a bustling marketplace effectively conveying your web unique value proposition is key to stand out from the competition emphasize the benefits that set your productservice apart lets explore some valuable insights from marketing guru david ogilvy   ,POSITIVE,b in a bustling marketplace effectively conveying your web unique value proposition is key to stand out from the competition emphasize the benefits that set your productservice apart lets explore some valuable insights from marketing guru david ogilvy,"[{'label': 'POSITIVE', 'score': 0.999619722366333}]",0.999619722366333
529,wakil ketua komisi vii dpr eddy soeparno mengkritik ide mendikbudristek nadiem makarim soal pembentukan platform marketplace guru ,NEGATIVE,b deputy chairman of Commission VII DPR Eddy Soeparno criticizes Minister of Education and Culture Nadiem Makarim s idea of establishing a teacher marketplace platform,"[{'label': 'NEGATIVE', 'score': 0.988145112991333}]",0.988145112991333
530,menteri panrb abdullah azwar anas merespons usulan mendikbud nadiem makariem soal marketplace guru apa katanya ,NEGATIVE,b Minister of Panrb Abdullah Azwar Anas responded to Minister of Education and Culture Nadiem Makarim s proposal regarding the teacher marketplace what did he say,"[{'label': 'NEGATIVE', 'score': 0.964791476726532}]",0.964791476726532
531,namun bagaimana dengan guruguru lainnya yang tidak terdaftar di marketplace karena tidak memenuhi syarat tertentu apa ukuran seleksi seorang pendidik guru untuk bisa mendaftarkan diri di marketplace guru,NEGATIVE,b but what about other teachers who are not registered in the marketplace because they do not meet certain requirements What is the selection measure for a teacher educator to be able to register in the teacher marketplace,"[{'label': 'NEGATIVE', 'score': 0.9983702301979065}]",0.9983702301979065
532,dengan adanya marketplace guru honorer sudah tidak ada lagi semua kesejahteraan akan terjamin karena mereka semua adalah pekerja jika kotraknya habis tinggal daftar lagi di marketplace,NEGATIVE,b with the honorary teacher marketplace there is no longer any welfare will be guaranteed because they are all workers if the contract runs out just register again at the marketplace,"[{'label': 'NEGATIVE', 'score': 0.9996250867843628}]",0.9996250867843628
533,nadiem makarim yang tujuannya mampu mengatasi masalah tenaga guru honorer yang terjadi selama bertahuntahun membuat marketplace guru tentu butuh sistem yang canggih dan dapat dijangkau oleh seluruh wilayah di indonesia serta pembiayaan yang tidak sedikit,POSITIVE,b nadiem makarim whose goal is to be able to overcome the problem of honorary teachers that have occurred for years creating a teacher marketplace certainly requires a sophisticated system that can be reached by all regions in Indonesia and a lot of funding,"[{'label': 'POSITIVE', 'score': 0.9965594410896301}]",0.9965594410896301
534,sumsel  tujuannya bagus untuk menuntaskan kekurangan guru di indonesia tapi program keranjang belanja guru marketplace guru ide mendikbudristek menuai prokontra ,NEGATIVE,b sumsel has a good goal to solve the shortage of teachers in Indonesia but the teacher shopping basket program teacher marketplace the idea of the Minister of Education and Culture reaps the pros and cons,"[{'label': 'NEGATIVE', 'score': 0.9717262983322144}]",0.9717262983322144
535,menurut kalian sistem marketplace guru tuh banyak positif atau negatifnya siapa aja boleh reply ya kalo bingung sistem ini kaya gimana bayangin kalian punya beberapa barang di keranjang app olshop terus kalian mau checkout barang itu ,NEGATIVE,b in your opinion the teacher s marketplace system has a lot of positives or negatives anyone can reply,"[{'label': 'NEGATIVE', 'score': 0.9852482080459595}]",0.9852482080459595
536,sepertinya gak marketplace deh tapi konsepnya kayak gojek alias gurunya diorder buat ngajar besok order guru lain lagi dst wkwkwk,NEGATIVE,b I don t think it s a marketplace but the concept is like gojek aka the teacher is ordered to teach tomorrow order another teacher etc wkwkwk,"[{'label': 'NEGATIVE', 'score': 0.994109034538269}]",0.994109034538269
