,user,date,renderedContent
723,Galih0z,2023-06-02 13:20:35+00:00,"Ngikutin era digital akhirnya tercipta dah marketplace guru, penyediaan guru low - high dengan range gaji tertentu ? Makin parah aja nasib jadi guru."
724,cartthweel,2023-06-02 13:19:46+00:00,"belom lg katanya nanti ada marketplace guru, gilaaa nadim yg bener aja lu"
725,_palungmariana,2023-06-02 13:02:46+00:00,"Menurut mrk, sblm menerapkan konsep marketplace, seharusnya Kemendikbudristek fokus pada persoalan utama pendidikan yaitu kesejahteraan guru. https://t.co/NMKk0wJqvR"
726,_palungmariana,2023-06-02 13:02:40+00:00,"Walau begitu, bukan berarti Nadiem harus mengambil langkah jalan pintas seperti rencana marketplace guru itu. Nadiem sendiri berdalih, strategi ini ia lakukan utk mengatasi kebutuhan guru &amp; guru honorer, selain persoalan birokrasi. https://t.co/vBxz8VUL1Z"
727,_palungmariana,2023-06-02 13:02:28+00:00,Tak ada yg salah dgn rencana Mendikbudristek Nadiem Makarim yg hendak menyediakan aplikasi marketplace guru di thn depan. Langkah ini ia lakukan utk membereskan birokrasi yg ribet &amp; bertele-tele. https://t.co/iFPJwvDuSD
728,arissurjhanty,2023-06-02 12:46:41+00:00,@pe2nn Nanti marketplace guru bisa dihapus 😂
729,Mystic_Gurus,2023-06-02 12:26:46+00:00,"These are the important links:

Vote here:
https://t.co/IVkPuPhteN

Play here: 
https://t.co/YhocPeGcpa

Mint your NFTs Marketplace: 
https://t.co/ueeC5PzdBn"
730,Green_______man,2023-06-02 12:21:26+00:00,"@nadaliciasihna @edwinbazz ""Ada tambahan insentif untuk guru di daerah khusus berupa kenaikan pangkat lebih cepat atau prioritas di marketplace untuk posisi selanjutnya setelah ikatan dinas selesai"" kata Nadiem Makarim, Rabu (24/5/2023). -&gt; soal ngajajar di pelosok."
731,Green_______man,2023-06-02 12:18:19+00:00,"@arieftiroo ""Ada tambahan insentif untuk guru di daerah khusus berupa kenaikan pangkat lebih cepat atau prioritas di marketplace untuk posisi selanjutnya setelah ikatan dinas selesai"" kata Nadiem Makarim, Rabu (24/5/2023). -&gt; soal ngajajar di pelosok. Masih ga mau, mas? 😄"
732,ahioszau,2023-06-02 12:16:07+00:00,"@chamomileby @sbmptnfess Prospek kerjanya, kalo mahasiswa pendidikan kan prospek kerjanya jadi guru, sekarang sistemnya ganti jadi marketplace guru kayak Linkedln gitu, dulukan kalo mau ngajar gitu harus ngelamar ke sekolahan, nah sekarang sekolahanya yang bebas rekrut guru pake marketplace guru. Cmiiw"
733,kompasiana,2023-06-02 12:13:11+00:00,Miskonsepsi Progam Marketplace Guru yang Minim Informasi #HLKompasiana https://t.co/ExW7FY56uy
734,liputan6dotcom,2023-06-02 12:10:36+00:00,"VIDEO: Ketua Komisi X DPR RI, Syaiful Huda Marketplace Guru Tak Selesaikan Akar Masalah https://t.co/MZSkUveKkI"
735,Green_______man,2023-06-02 12:01:10+00:00,"@ferifrendi @Mythicalforest ""Ada tambahan insentif untuk guru di daerah khusus berupa kenaikan pangkat lebih cepat atau prioritas di marketplace untuk posisi selanjutnya setelah ikatan dinas selesai"" kata Nadiem. -&gt; soal ngajar di pelosok. tapi, akankah guru mau?"
736,opotocuk,2023-06-02 12:01:04+00:00,Komen dikit ah masalah marketplace guru https://t.co/Mx1j3S1T1g
737,salamah3003,2023-06-02 11:37:14+00:00,"kalau marketplace guru syaratnya harus PPG atau P3K, seharusnya kemenag segera adain PPG prajab buat lulusan PAI gasihh 😭🤲🏽"
738,Cahaya_Dfa,2023-06-02 11:34:35+00:00,@Aryprasetyo85 @NetizenVoices @NgkongRoses @vita_AVP @Rena_mareta @B3doel___ @bung_madin @bwinsandi3 @Mira_SasMiita @serakyut @tang__kira Marketplace untuk guru bukannya malah memberi kemudahan ya ?
739,kompasiana,2023-06-02 11:34:18+00:00,Apa Itu Marketplace Guru? Yang Menuai Pro dan Kontra https://t.co/CrvKqqeDUi
740,UNYmfs,2023-06-02 11:23:15+00:00,"/uny hemm belom ada yg diskusi marketplace guru ya lagi banyak nih isu pendidikan, tanggapannya dong slurr ?"
741,Irakoestomo,2023-06-02 11:01:00+00:00,Masalahnya isitlah marketplace itu untuk komoditi bukan guru yang merupakan sebuah profesi.
742,connxid,2023-06-02 10:19:13+00:00,"Mendikbub Nadiem Makarim buat sistem marketplace untuk guru di tahun 2024.

#UdahConnxBelum

https://t.co/UC9bbFXkpe"
743,miicies,2023-06-02 09:37:58+00:00,"@Aryprasetyo85 @NetizenVoices @NgkongRoses @vita_AVP @Rena_mareta @B3doel___ @bung_madin @bwinsandi3 @Mira_SasMiita @serakyut @tang__kira Guru harus beradaptasi dengan digital, makanya disediakan Marketplace untuk Guru"
744,Aryprasetyo85,2023-06-02 09:30:46+00:00,"Masih banyak guru honorer yang belum mendapat formasi tapi sudah lulus passing grade.

Marketplace yang dicetuskan oleh Nadiem bukanlah sebuah solusi untuk merekrut guru honorer.

Pasalnya, isitlah marketplace itu untuk komoditi bukan guru yang merupakan sebuah profesi.
@Official_PAN @ZUL_Hasan 
https://t.co/EisM27usbH"
745,Sugiyan17866402,2023-06-02 08:48:59+00:00,kamu sudah ppg? sudah guru honorer? yuk join marketplace guru #marketpla... https://t.co/EIVBocoOj5 lewat @YouTube
746,masrud_,2023-06-02 08:32:54+00:00,"kok kurang setuju ya sama nama marketplace guru mungkin niatnya pak nadhim baik cara penuangan gagasannya juga oke tp alangkah bagusnya jika nama marketplace guru diganti soalnya kayak jual barang aja, ini manusia lho klo manusia bisa di chek out aku mw check out mbak jihyo aja."
747,4_Golkar,2023-06-02 08:27:22+00:00,"Hetifah Usulkan Marketplace Untuk Efektifkan Sistem Rekrutmen Guru PPPK

#airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia #golkarsolid #AirlanggaPresiden

https://t.co/A7uUtcfeQ4 https://t.co/r5t14TXsDL"
748,mitrapost_,2023-06-02 07:41:25+00:00,"Menjawab kebutuhan sekolah yang mencari #guru dalam waktu cepat, #NadiemMakarim berencana menerapkan sistem marketplace
https://t.co/xbveoFGnvc"
749,aifiaif,2023-06-02 07:28:19+00:00,"Marketplace guru, hah apalagi ini 😴"
750,prmnpantura,2023-06-02 06:52:55+00:00,"Mendikbud Ristek Sampaikan Konsep Ide Marketplace Guru saat Rapat Kerja Bersama Komisi X DPR RI, Apa Itu? https://t.co/Vl76vhw89V"
751,yadi70460278,2023-06-02 06:23:58+00:00,"@AREAJULID @nadiemmakarim #Nadiem coba ini diurus soal pendidikan dari pada urus guru di marketplace,kalau gak bisa atau gak sanggup ngundurin diri aja jadi #MenteriPendidikan ."
752,fajaronline,2023-06-02 05:59:26+00:00,"Rekruitmen Guru Tahun 2024 Lewat Marketplace, PGRI Makassar: Sangat Bagus Sekali Kalau Jujur 
https://t.co/MKI5hJw9Oz 
#Kemendikbudristek #PengangkatanGuru #PgriMakassar #RekruitmenGuru"
753,Aryprasetyo85,2023-06-02 05:54:18+00:00,"Sementara masih ada sekitar 60 ribu lebih guru honorer yang belum mendapatkan SK perlu diperhatikan

PAN Minta Mendikbud Mengkaji Ulang Wacana Marketplace untuk Guru

Partai Amanat Nasional (PAN) mengajak Menteri Pendidikan, Budaya, Riset, dan Tekonologi, Nadiem Anwar Makarim untuk mengkaji ulang wacana perihal marketplace untuk guru.

Hal itu menjadi perhatian PAN karena menilai cara tersebut bukan menjadi solusi utama untuk menyelesaikan masalah perekrutan guru.
@Official_PAN @ZUL_Hasan https://t.co/EisM27usbH"
754,SUGIYANTOS13734,2023-06-02 05:46:04+00:00,SIMULASI Marketplace Calon Guru ASN: Solusi Kekurangan Guru &amp; Pengangkat... https://t.co/1gVPN1R6qS via @YouTube
755,livecalm99,2023-06-02 05:42:30+00:00,@Khrns65420702 @sbmptnfess Klo lihat prospek kerja si perawat karena kesehatan itu jarang yng nganggur pasti bnyk dibutuhin klo pgsd kan hrus jdi honorer dulu dan katanya skrng ad sistem guru marketplace gitu honorer gbisa lngsung bisa mengajar hrus lolos ap dulu gitu
756,IDNTimes,2023-06-02 04:41:09+00:00,"Nadiem Tawarkan Program Marketplace Buat Guru Honorer PPPK, Apa Itu? https://t.co/8hMeMvuL29"
757,AriKamayanti,2023-06-02 03:37:48+00:00,"Lirik Hymne Guru perlu diubah gak ya?

#marketplaceguru #guru #marketplace #gurupekerja https://t.co/dBYM9Pf1U0"
758,Bisniscom,2023-06-02 03:12:50+00:00,"Rekrutmen guru dibikin sistem marketplace? 🤔

Mendikbud Nadiem Makarim akan berlakukan sistem marketplace untuk rekrutmen guru Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) pada 2024. https://t.co/AKDZYAqknS"
759,BCH_Guru,2023-06-02 02:53:55+00:00,Just over 200 Gurus remaining in Wave 1. Soon sub #2000 is out of reach! But we are also glad to see an exciting secondary marketplace already beaming with BCH Guru colours! Check out https://t.co/kLSnQJJK8K to catch your fav gurus if you missed wave 1! @mainnet_pat https://t.co/IWe6XfNb53
760,gokepricom,2023-06-02 02:38:36+00:00,Nadiem Rancang Rekrutmen Guru Berkonsep Marketplace https://t.co/8fsMFHHCb9
761,laramysr,2023-06-02 02:24:10+00:00,"kepikiran di jalan tadi, apa sebenarnya mendikbud pengen buat marketplace guru kayak halod*c ya, i mean peserta didik tinggal konsul aja gitu ke guru, tapi tugas guru kan mendidik ya, kalau kek gitu ya sekalian aja kemendikbud bikin bimbel online kek ruang g*ru ahahahaha"
762,lambeabon,2023-06-02 02:22:30+00:00,gw liat konten ini kan dibawa ke tiktok trus isi komen nya langsung pada “gue setuju marketplace buat guru harus dijalanin” wkwk
763,Bisniscom,2023-06-02 02:20:35+00:00,Mendikbud Nadiem Makarim rencanakan tetapkan sistem marketplace untuk melakukan perekrutan guru PPPK. https://t.co/0p7YXXZQis
764,GolkarToday,2023-06-02 02:14:45+00:00,"Hetifah Usulkan Marketplace Untuk Efektifkan Sistem Rekrutmen Guru PPPK

#airlanggahartarto #golkarpedia #partaigolkar #Airlanggapresiden #golkarindonesia

https://t.co/rP7DvMuKod"
765,bananaohbana,2023-06-02 02:04:33+00:00,marketplace guru ini ada ada saja
766,AsepSakban53892,2023-06-02 02:01:12+00:00,"Guru Honorer Otomatis Diangkat ASN Melalui Marketplace Guru, Bagaimana Mekanismenya? https://t.co/86hmhRfJBi"
767,mawnesya,2023-06-02 01:56:34+00:00,"@vinaamayasari Marketplace guru itu program ditujukan untuk guru honorer/lulusan guru yg belum dapat pekerjaan. Dia bisa daftar disitu lalu sekolah tinggal yg butuh tinggal rekrut yg bayar itu dr pusat. Ingat ini program untuk guru honorer, biar lebih sejahtera, karena bayaranya dari pusat."
768,grethaxx_,2023-06-02 01:47:25+00:00,@Jul1eRhma5 marketplace guru bagus. istilahnya saja yg masih kurang penyesuaian. secara substansi mirip Linkedin. bisa jadi alternatif solusi loker guru.
769,aksarhann,2023-06-02 01:46:43+00:00,"@Jul1eRhma5 Marketplace guru itu bagus, jangan lemah, hanya orang bodoh yang mengeluh dengan trobosan ini! Kenapa? Kerna ga mampu bersaing, Ikut PPG Prajab/Daljab, takut gabisa melewati passing grade"
770,itssky_y,2023-06-02 01:33:10+00:00,@schfess guru aja mau dikasih marketplace wkwk 🥹
771,CikiiiCikiii18,2023-06-02 01:09:34+00:00,"ketar ketir sama marketplace guru, takut salah dikit bintang satuuuuuu"
772,RagaSukma_1,2023-06-02 00:57:10+00:00,"@DrEvaChaniago @Kemdikbud_RI @nadiemmakarim  @RadioElshinta ini penghinaan, guru bukan komoditas, jangan samakan guru dengan celana dalam yang bisa di beli di Marketplace atau seperti gado gado yang bisa beli di gofood"
773,pee_ajah,2023-06-02 00:53:33+00:00,"Mengupas Gagasan Marketplace Guru ala Mendikbud Nadiem Makariem untuk Mengangkat Guru Honorer menjadi PPPK https://t.co/KWGStUOwcZ
#mendikbud
#marketplaceguru 
#gntm"
774,pee_ajah,2023-06-02 00:52:29+00:00,Mengupas Gagasan &amp;#8216;Marketplace Guru&amp;#8217; ala Mendikbud Nadiem Makariem untuk Mengangkat Guru Honorer menjadi PPPK https://t.co/KWGStUOwcZ
775,NediSetiadi,2023-06-02 00:51:38+00:00,"@PramukhtikoS @FibellAffishya Tapi Poinnya yang saya ambil tidak disitu, tapi ""Slogan Sensasi MarketPlace"" nya.

Cara instan Menjual dan Dijual apapun itu dizaman yg serba digital ini. 

Budaya tradisional kita lambat laun akan tergerus.

Termasuk ""Alam TaKambang jadi Guru"".
Sebait filosofi anak2 MinangKabau."
776,NediSetiadi,2023-06-02 00:47:31+00:00,"@PramukhtikoS @FibellAffishya Skrg sudah trjd Mas, baik mlalui MarketPlace, iklan2 dipagar dn tiang listrik tepi jalan. Seorang Guru adalah manusia juga, kata Guru adalah keilmuan (asal) atau fasilitator Adab dan Ilmu (mamfaat).

Negri ini kekurangan Guru dan tapi banyak Guru yg belum jelas kesejahterannya."
777,mindlipstick,2023-06-02 00:31:09+00:00,"@Si_kool Masalah Guru pmerintah jls angkat tangan.Dgn kebijakan Guru Honorer,PPPK,dll pemerintah ttp tdk bs mnyelesaikan masalah dunia pendidikan &amp; kesejahteraan Guru.Dibuat Marketplace Guru adl bntuk pengkhianatan krn mnciptakan kasta² pd kualitas guru.Padahal yg dibutuhkan adl Keadilan."
778,Mr_Scrypto,2023-06-02 00:24:33+00:00,"@maarif_sn @Zain3321_ @DrEvaChaniago Marketplace guru itu program ditujukan untuk guru honorer/lulusan guru yg belum dapat pekerjaan. Dia bisa daftar disitu lalu sekolah tinggal yg butuh tinggal rekrut yg bayar itu dr pusat. Ingat ini program untuk guru honeror, biar lebih sejahtera, karena bayaranya dari pusat."
779,PramukhtikoS,2023-06-02 00:24:15+00:00,"@NediSetiadi @FibellAffishya Jika rekruitmen guru melalui Marketplace, mk Pahlawan Tanpa Tanda Jasa harus diubah jd Jasa Pahlawan dari Marketplace. 
Kemuliaan Penyebar Adab dan Ilmu, sungguh didegradasi: Guru adalah Penjual Jasa!"
780,JFSummerTime,2023-06-02 00:11:40+00:00,@limuyww Karena mendikbud nya aja jadiin guru cuma marketplace aja.. Jadi kalau mikir sampe sono masih jauhh bangettt
781,jawapos,2023-06-02 00:11:11+00:00,Program Marketplace Guru Turunkan Marwah Profesi https://t.co/BhkYbMaJwG
782,PramukhtikoS,2023-06-01 23:57:23+00:00,"Kaya rekruitmen guru, gimana kl rekrutmen mentri JUGA lewat Marketplace? 
(Kl ada yg Baper, calon guru PPPK JUGA tersinggung lho)"
783,barkhah_bpp,2023-06-01 23:42:18+00:00,"@Mr_Scrypto @DrEvaChaniago Klo smua guru udh masuk marketplace yg ada malah persaingan pasar. Klo udh persaingan pasar yg menang kepentingan konsumen, bukan esensi dri pendidikan itu sendiri. Kepikir smp sini ga ? Pendidik itu tanggung jawab negara mewadahi dan menstandarkan. Bukan dgn cara dijajakan."
784,F_riiikaaa,2023-06-01 23:16:09+00:00,"ngeliat video yg anaknya dianter sekolah di SLB sm bapaknya jadi setuju sm ide marketplace guru, tiap ada kasus bullying terutama di SD gurunya pasti sering bilang ""udah gpp namanya juga anak2"" menormalisasikan sejak dini, ini nih yg harusnya dikasih sosialisasi tentang bullying"
785,Adiak_Udaa,2023-06-01 23:03:11+00:00,"Hallo mas Nadiem, guru itu pahlawan tanpa tanda jasa, harusnya diseleksi labih dgn lbh ketat lagi agar bisa menghasilkan guru yg berkualitas lagi, lihatlah berapa bnyak guru melecehkan  siswa siswinya😥 
Marketplace bolehkah utk tempat barang saja?? Handphone misal🙏 https://t.co/gE6a3OSd5j"
786,abadikinicom,2023-06-01 20:40:33+00:00,Syarat Daftar Marketplace Guru yang dicanangkan Menteri Nadiem https://t.co/mEqE60cJey
787,tehhijauuuuuh,2023-06-01 20:33:08+00:00,"Malem malem begini ovt sama future
Tetep dilanjut jadi guru alhamdulilah dapet berkahnya aja
Belom lagi bakalan ada marketplace guru gimana kalo engga di checkout coba? Trus kalo rating nya jeleq gimana? 
Ada ada saja aturan di atas sana, semakin kesini semakin kesana"
788,thisissayu_,2023-06-01 19:27:25+00:00,"Anak 1998 perasaan gini amat dah.
Lahir : Krisis moneter
SD: UN 5 Paket
SMP: UN 20 Paket
SMA: Percobaan K13
S1: lulus pas pandemi (wisuda online)
Profesi: Lulus dimasukin marketplace guru

Jadi curiga jgn2 anak 98 di kehidupan sebelumnya jd pengkhianat dinasti, makanya sad mulu😭"
789,nothappyhours,2023-06-01 18:46:21+00:00,"Menyimak kabar ""marketplace guru"" dan most of them (yang aku temuin) kontra. Aku baru nemu satu orang yg gak kontra, tapi di ending dia cuma bilang ""ya kita liat aja realisasinya gimana""."
790,thaty_eonnie,2023-06-01 17:27:05+00:00,"Pelecehan,kekerasan,ketidakadilan
makin ditampakkan &amp; terjdi ditempat yg seharusnya bisa Mndidik &amp; terdidik

Yakin?
Nolak  Marketplace guru?
Yah walupun ndk menjamin tpi apaslahnya dcoba
Maybe, bisa ngefilter guru2 yg tdk berguna."
791,resa_mr_cool,2023-06-01 16:57:54+00:00,Miris sekali klo memang ini terjadi dengan dunia  pendidikan.. Guru yg mengabdi ko mau di jadikan diperjual belikan seperti barang di marketplace.. Gimana tindakan DPR RI Komisi X menurut saya ini bukan sebuah terobosan akan tetapi seperti jual beli barang.. https://t.co/nnLtMAaa7Q
792,akucintaistriku,2023-06-01 16:46:25+00:00,"@never_alonely Klo menteri ekonomi kreatif okelah, klo menteri pendidikan ga paham juga, Guru itu dinamakan pahlawan tanpa tanda jasa loh, kok pakai kosakata marketplace."
793,jpnncom,2023-06-01 16:43:04+00:00,PAN Minta Mendikbud Mengkaji Ulang Wacana Marketplace untuk Guru #PAN https://t.co/OkM9UzI5XN
794,thaty_eonnie,2023-06-01 16:33:43+00:00,"Pelecehan,kekerasan,ketidakAdilan
makin ditampakkan &amp;terjdi dtempat yg seharusnya bisa Mndidik &amp; terdidik
Yakin?
nggk mau coba Marketplace guru?
Yah walupun ndk menjamin tpi apaslahnya dcoba
Maybe, bisa Memfilter guru2 yg tdk berguna."
795,odyxfu,2023-06-01 16:25:11+00:00,"@someoneulove__ nah agak bingung kan, sistem rekrutmen guru nantinya diadakan di marketplace. Jadi guru bisa daftar ke sekolah yg mereka mau tapi sekolah nanti yang akan menyeleksi guru apa yang akan di terima. boleh di baca disini kak
https://t.co/dOsoWo6X2c"
796,Gaeuljatim,2023-06-01 16:23:36+00:00,@dokyeom7nt MARKetplace guru
797,RepelitaO,2023-06-01 16:11:54+00:00,P2G Tak Sepakat dengan Istilah Mas Menteri Soal Marketplace Guru https://t.co/vmB1hfOvm9
798,FibellAffishya,2023-06-01 15:50:58+00:00,"Klo ada Rekrutmen Dokter, Guru atau Dosen yg seolah Jasanya diperjualbelikan di Marketplace, kenapa ga sekalian diadain buat Menteri, ASN, Pejabat bahkan Persiden ?

Kalik bisa Nemu Penguasa yg Kepeduliannya lebih tinggi daripada cost-nya ? Hahah!"
799,iskandar45v,2023-06-01 15:28:57+00:00,"@Asuhan1nfinitE @never_alonely Ide marketplace akan menumbuhkan KKN..cth jika guru mau cepat lolos dekati aja mlai dr bawah yaitu kepsek,maka kepsek akan membeli guru tsb..itu se menurut sy...🫣"
800,vinaamayasari,2023-06-01 15:26:40+00:00,"Guru itu profesi mulia, dalam islam profesi guru itu sangat dihargai, dihormati, dan digaji dengan gaji yang layak, kenapa sistem sekarang aturan yang muncul seolah olah guru tuh udah ga dihargai sama sekali. Ini lagi, sistem rekrut macam apa yang rekrut guru via marketplace??"
801,hariwibawanto,2023-06-01 15:09:47+00:00,"@DrEvaChaniago Nadiem hebat dong, Indonesia akan jadi negara pertama di dunia yang menyediakan guru (dan nantinya: dosen) di marketplace ..."
802,finfolkmoney,2023-06-01 15:09:01+00:00,"Kategori guru yang bisa masuk ke dalam rekrutmen marketplace ini adalah guru honorer yang sudah mengikuti seleksi calon guru ASN, lulusan pendidikan profesi guru (PPG) pra jabatan, dan calon guru ASN.

#keuangan #belajarkeuangan #finansial #uang #ASN #calonguruASN #rekrutmenguru"
803,finfolkmoney,2023-06-01 15:08:42+00:00,"Akan diimplementasikan pada 2024, ‘marketplace guru’ ini akan menjadi database yang bisa diakses semua sekolah untuk mencari calon guru untuk mengajar di sekolah. Selain itu, calon guru juga bisa memilih lokasi mengajar tanpa menunggu proses perekrutan guru secara terpusat."
804,finfolkmoney,2023-06-01 15:08:30+00:00,"Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi (Mendikbud Ristek), Nadiem Makarim, sedang membuat ‘marketplace guru’, platform baru untuk para guru. https://t.co/lIUkg7FDSo"
805,inigueyaaaa,2023-06-01 14:56:45+00:00,"sebenarnya dari smt lalu udah agak goyah terus sekarang ya gitu deh mengenai marketplace guru apalagi, astungkara yakin sama Tuhan sama diri sendiri pasti bisa :)"
806,villa_forex,2023-06-01 14:27:58+00:00,"Siap-siap! Guru Honorer Akan Memasuki Program Baru Perekrutan Melalui Platform Marketplace, Apa Keuntungannya? https://t.co/RRTUaExUsw"
807,vitoxvy,2023-06-01 14:21:24+00:00,"Lagi heboh marketplace guru. Terus aja guru yang diributin Tenaga kependidikan mana pernah dikasih ruang/pintu ada kabar baik ttg PNS atau P3K. Kagak dianggap apa gimana ini teh? Setiap ada usulan tidak pernah ada tindak lanjut, beberapa kali usulan mentok sebagai usul saja"
808,Rohim929,2023-06-01 14:02:34+00:00,"@redkitepad @GPTGuru_ How does GPT Guru enable users to create strong and user-friendly NFT marketplaces, and what sets Guru's offerings apart from other similar marketplaces in terms of unique features and functionalities?"
809,nindiarh,2023-06-01 13:48:18+00:00,"""nanti bakalan ada marketplace guru""

MasyaAllah, kayak barang. nanti tanggal cantik flash sale.
""Nindi Aulia, Guru Bahasa Indonesia, Diskon 70%""
🥲🥲🥲🥲🥲🥲🥲🥲🥲 https://t.co/o44j7X3L3h"
810,odyxfu,2023-06-01 13:32:34+00:00,"lahhh guru skrg sistemnya beda yaa, kyk sistem co di marketplace 🤦🏻‍♀️"
811,kompasiana,2023-06-01 13:07:04+00:00,Miskonsepsi Progam Marketplace Guru yang Minim Informasi https://t.co/twIDtqPQ20
812,liputan6dotcom,2023-06-01 13:05:12+00:00,PAN Minta Mendikbud Ristek Nadiem Kaji Ulang Wacana Marketplace untuk Guru https://t.co/Igf4SjWVb1
813,Margaret9732,2023-06-01 12:52:45+00:00,"@redkitepad @GPTGuru_ How does GPT Guru empower users to design and establish robust and user-friendly NFT marketplaces, and what unique features or functionalities does Guru offer to differentiate these marketplaces from others?"
814,aly_benzema,2023-06-01 12:33:40+00:00,"pak @nadiemmakarim menteri pendidikan bikin terobosan baru, guru bisa cari di marketplace 🤣🤣🤣🤣🤣🤣😝😝😝😝😝 https://t.co/2rEcBY6r6K"
815,arpas2000,2023-06-01 12:13:59+00:00,"@DrEvaChaniago Sekarang saja nasib tukang Ojol di gojek sangat miris, dianggap barang dagangan. Memotong dengan alasan biaya administrasi seenaknya sendiri, sampai kasihan melihat nasib ojol skrng. Malah para guru di Negara ini mau dianggap barang dagangan juga dengan adanya marketplace ini🤬!"
816,fadhlierlanda,2023-06-01 11:51:30+00:00,Nah untung ada orang di DPR yg speak up soal marketplace guru. Gak pantas sih guru dibuatin marketplace
817,irni363,2023-06-01 11:48:57+00:00,"@P2G_ID Tidak pernah terbayangkan sebelumnya bakal ada Marketplace Guru
https://t.co/XsnB8myrlK"
818,dulunyabaik,2023-06-01 11:38:33+00:00,"@ddiahai gue liatnya jadi kek halodoc gt gak zi bund? tapi usernya sekolah. nanti sekolah liat daftar guru, trs pilih mau hire guru mana dari marketplace itu. cmiiw. 🤔"
819,ddiahai,2023-06-01 11:22:16+00:00,Marketplace guru naon deui ieu
820,secuil_idup,2023-06-01 10:53:10+00:00,"@alyarensi iya jd kebijakan baru mas menteri lulusan ppg prajab ini nanti masuk marketplace, jadi sekolah yg butuhin guru untuk sekolahnya bisa pilih dari marketplace"
821,jabarekspres_id,2023-06-01 10:41:20+00:00,"ISTILAH ‘MARKETPLACE GURU’ CORENG KEHORMATAN PROFESI PENGAJAR
___
Izin bertanya Mas Menteri @nadiemmakarim , nanti bakal ada istilah “keranjang kuning”, “check-out” sama “bakal ada promo 12.12 nggak?
Hehe
___
https://t.co/8yRyghQKU4"
822,aplicalvin,2023-06-01 10:32:27+00:00,"@Bidadaribidada5 Terlepas dari apakah aplikasi ini bisa membantu atau tidak. Tapi program ""Marketplace guru"" TIDAK sekejam yg ada di medsos. dan aplikasi itu TDK MERENDAHKAN GURU.  Kecewa boleh, pembodohan publik jangan mba."
823,Serucoid1,2023-06-01 10:28:14+00:00,"Mendikbudristek Siapkan Marketplace Guru, Apa Itu? https://t.co/7rtEDIzDVf"
824,DemokrasiMartir,2023-06-01 10:16:38+00:00,"Kinerja Nadiem patut dievaluasi, saran saya Kemendikbud sudah tepat dipegang oleh warga Muhammadiyah yg sejak puluhan tahun berpengalaman membidani pendidikan. Dan PAN sbg agregasi politik warga Muhammadiyah, harusnya mengambil peran dalam kementerian ini. TOLAK MARKETPLACE GURU https://t.co/wxoqw9Wt6a"
825,DemokrasiMartir,2023-06-01 10:16:24+00:00,"Gunung Inspirasi Pendidikan

Kamis pertama di Bulan Juni, keluarga Agensi RANS : Raffi Rafathar Cipung memperingati hari Pancasila. Tp mereka blm tentu Taka soal Marketplace Guru. Apakah itu ?

 INI BENERAN Guru seperti pak Salim Chen jd barang dagangan.
Happy Pridr Month Guru😀 https://t.co/5i1V94MCpA"
826,mdkabirmail2026,2023-06-01 10:16:18+00:00,"@GameFi_Official @Cryptoboy2320 @GPTGuru_ GPT Guru enables the creation of NFT marketplaces. What impact do you foresee NFTs having on the future of digital ownership, and how does GPT Guru support creators in navigating this emerging landscape?"
827,tribunjateng,2023-06-01 09:44:32+00:00,"Apa Itu Marketplace Guru? Usulan Mendikbud Nadiem Makarim untuk Penuhi Kebutuhan Tenaga Pengajar
 
https://t.co/T5ViLiDqa3"
828,Khavitaam,2023-06-01 09:31:01+00:00,"Mungkin gini ya nanti gambaran kalo marketplace guru dah diterapin wkwkwk

Konteks: penilaian guru akhir tahun oleh santri. https://t.co/v81YsIDnVh"
829,tripiaid,2023-06-01 08:55:59+00:00,"Nadiem Makarim Bakal Pakai Sistem Marketplace untuk Rekrutmen Guru

#tripia #tripiaid #inanotherperspective #viral #fyp #nadiem #menteripendidikan #pendidikan #2024 #trending https://t.co/1N3LFUUpAB"
830,NovriantiNovri1,2023-06-01 08:27:33+00:00,"Guru dipilih dipilih di marketplace..pak @Nadiem_Makarim tolonglah bahasa anda disesuaikan dengan profesi yang mulia ini ya, tanpa mereka anda bukanlah siapa2, meski anda sendiri produk luar"
831,M768768J,2023-06-01 07:49:01+00:00,"@redkitepad @GPTGuru_ How does GPT Guru empower users to design and establish robust and user-friendly NFT marketplaces, and what unique features or functionalities does Guru offer to differentiate these marketplaces from others?"
832,omongomongcom,2023-06-01 07:37:57+00:00,"Dengan sistem marketplace, sekolah dapat menyesuaikan kebutuhan kebutuhan gurunya. Negatifnya, para guru akan ketergantungan terhadap agen untuk mempromosikan mereka.

Ulasan Fio F. Yussup:
https://t.co/N7NJJutoJJ"
833,chtanjaaa8,2023-06-01 07:19:29+00:00,@Bidadaribidada5 @futureunggie bukannya tujuan adanya marketplace ini adalah supaya tidak ada lagi guru honorer yang dibayar seadanya ya mba? cmiiw
834,BemFipUpgris_,2023-06-01 06:54:06+00:00,"Mendikbud Ristek Nadiem Anwar Makarim mengatakan, marketplace guru dan dua pilar solusi lain diharapkan menjadi jalan keluar permanen dalam memenuhi formasi guru di Indonesia. https://t.co/62u7snxIJf"
